case_id,dataset_id,dataset_name,source_record_id,source_index,model_id,model_name,input,reference,output,error,context_source,exact_match,edit_similarity,chrf,wer,length_ratio,input_tokens,output_tokens,generation_seconds,tokens_per_second
V49,voiceink-validation,VoiceInk validation sample,1673,1673,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,application checklist bullet point two passport photos next item proof of address next item signed declaration page next item fee receipt new line bring originals and one copy of each,"Application checklist:
- 2 passport photos
- Proof of address
- Signed declaration page
- Fee receipt

Bring the originals and 1 copy of each.","Application checklist:

- Passport photos
- Proof of address
- Signed declaration page
- Fee receipt

Bring originals and one copy of each.",,dataset_system_prompt,False,0.9537366548042705,0.8653854356049167,0.23809523809523808,0.9788732394366197,104,30,0.6692064589997244,44.82921465647772
V50,voiceink-validation,VoiceInk validation sample,1691,1691,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,dear costume rental the return sheet lists four hats but we received three period could you check the packing photo before charging the missing item fee question mark regards comma tessa,"Dear Costume Rental,

The return sheet lists 4 hats, but we received 3. Could you check the packing photo before charging the missing-item fee?

Regards,
Tessa","Dear Costume Rental,

The return sheet lists four hats, but we received three. Could you check the packing photo before charging the missing item fee?

Regards,
Tessa",,dataset_system_prompt,False,0.96,0.8939875531656591,0.16,1.0440251572327044,107,36,0.6038800830001492,59.61448475191904
C01,curated-sample-50,Curated transcript cleanup sample,sample_001,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the deployment finished successfully all services are healthy and no customer action is required,"The deployment finished successfully. All services are healthy, and no customer action is required.","The deployment finished successfully. All services are healthy, and no customer action is required.",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,217,17,0.6751302920001763,25.18032474833104
C02,curated-sample-50,Curated transcript cleanup sample,sample_002,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,Can we move the review to Friday. because Maya is unavailable Thursday?,Can we move the review to Friday because Maya is unavailable Thursday?,Can we move the review to Friday because Maya is unavailable Thursday?,,dataset_system_prompt,True,1.0,1.0,0.0,1.0,217,13,0.5571110410000983,23.33466588036568
C03,curated-sample-50,Curated transcript cleanup sample,sample_003,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,uh please send the revised contract to Priya this afternoon,Please send the revised contract to Priya this afternoon.,Please send the revised contract to Priya this afternoon.,,dataset_system_prompt,True,1.0,1.0,0.0,1.0,214,11,0.5613436670000738,19.595838782302597
C04,curated-sample-50,Curated transcript cleanup sample,sample_004,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,I mean the main issue is basically that the export takes too long,The main issue is that the export takes too long.,I mean the main issue is that the export takes too long.,,dataset_system_prompt,False,0.9142857142857143,0.9288600483975062,0.3,1.1428571428571428,216,13,0.5908374170003299,22.00266879846701
C05,curated-sample-50,Curated transcript cleanup sample,sample_005,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the important thing the important thing is that we keep the existing backup,The important thing is that we keep the existing backup.,The important thing is that we keep the existing backup.,,dataset_system_prompt,True,1.0,1.0,0.0,1.0,216,11,0.49635637500068697,22.161496364350665
C06,curated-sample-50,Curated transcript cleanup sample,sample_006,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,p please confirm that the customer received the refund,Please confirm that the customer received the refund.,Please confirm that the customer received the refund.,,dataset_system_prompt,True,1.0,1.0,0.0,1.0,212,9,0.5722452910003994,15.727521294698985
C07,curated-sample-50,Curated transcript cleanup sample,sample_007,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,I wanted to ask whether actually please cancel tomorrow's check-in,Please cancel tomorrow's check-in.,I wanted to ask whether I should cancel tomorrow's check-in.,,dataset_system_prompt,False,0.6808510638297872,0.6956930238104253,1.75,1.7647058823529411,215,13,0.5063510829995721,25.673886037705948
C08,curated-sample-50,Curated transcript cleanup sample,sample_008,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,schedule the review for Tuesday no sorry Thursday,Schedule the review for Thursday.,Schedule the review for Thursday.,,dataset_system_prompt,True,1.0,1.0,0.0,1.0,211,6,0.5288555420002012,11.345253142866218
C09,curated-sample-50,Curated transcript cleanup sample,sample_009,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,please review the sight migration plan before lunch,Please review the site migration plan before lunch.,Please review the sight migration plan before lunch.,,dataset_system_prompt,False,0.970873786407767,0.871767392252351,0.125,1.0196078431372548,211,9,0.4755652080002619,18.92484952346439
C10,curated-sample-50,Curated transcript cleanup sample,sample_010,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,store the session token in red is for fifteen minutes,Store the session token in Redis for 15 minutes.,Store the session token in red for 15 minutes.,,dataset_system_prompt,False,0.9574468085106383,0.8239159626087488,0.1111111111111111,0.9583333333333334,213,12,0.5790322499997274,20.72423427193503
C11,curated-sample-50,Curated transcript cleanup sample,sample_011,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,we received one thousand two hundred and forty six responses,"We received 1,246 responses.","We received 1,246 responses.",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,213,10,0.5061626669994439,19.756494605341935
C12,curated-sample-50,Curated transcript cleanup sample,sample_012,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the workshop starts on September twenty third twenty twenty six,"The workshop starts on September 23, 2026.","The workshop starts on September 23, 2026.",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,213,15,0.5726434999996854,26.194307627709456
C13,curated-sample-50,Curated transcript cleanup sample,sample_013,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the call begins at four thirty p m,The call begins at 4:30 PM.,The call begins at 4:30 PM.,,dataset_system_prompt,True,1.0,1.0,0.0,1.0,211,11,0.5538002089997462,19.862758845591262
C14,curated-sample-50,Curated transcript cleanup sample,sample_014,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the replacement costs forty nine dollars and weighs two point five kilograms,The replacement costs $49 and weighs 2.5 kilograms.,The replacement costs $49 and weighs 2.5 kilograms.,,dataset_system_prompt,True,1.0,1.0,0.0,1.0,215,14,0.5374945829998978,26.046774130936054
C15,curated-sample-50,Curated transcript cleanup sample,sample_015,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,send the receipt to finance at acme dot com,Send the receipt to finance@acme.com.,Send the receipt to finance@acme.com,,dataset_system_prompt,False,0.9863013698630136,0.942792549390486,0.2,0.972972972972973,213,9,0.5494945410000582,16.378688646515684
C16,curated-sample-50,Curated transcript cleanup sample,sample_016,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the documentation is available at docs dot example dot com slash setup,The documentation is available at docs.example.com/setup.,The documentation is available at docs.example.com/setup.,,dataset_system_prompt,True,1.0,1.0,0.0,1.0,215,10,0.4805010830004903,20.811607619185732
C17,curated-sample-50,Curated transcript cleanup sample,sample_017,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,yes comma I can send the draft today semicolon the figures will follow tomorrow period great work everyone exclamation mark,"Yes, I can send the draft today; the figures will follow tomorrow. Great work, everyone!","Yes, I can send the draft today; the figures will follow tomorrow. Great work, everyone!",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,225,20,0.6737962079996578,29.68256538482947
C18,curated-sample-50,Curated transcript cleanup sample,sample_018,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,Maya said open quote the release is ready close quote,"Maya said, “The release is ready.”","Maya said: ""The release is ready.""",,dataset_system_prompt,False,0.9117647058823529,0.6982261554967412,0.5,1.0,214,10,0.4882062910000968,20.48314449106109
C19,curated-sample-50,Curated transcript cleanup sample,sample_019,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the migration is complete period new paragraph customers do not need to take any action period,"The migration is complete.

Customers do not need to take any action.","The migration is complete.

Customers do not need to take any action.",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,219,15,0.5967970829997284,25.13417110654146
C20,curated-sample-50,Curated transcript cleanup sample,sample_020,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,bullet list apples new line rice new line olive oil,"- Apples
- Rice
- Olive oil","- Apples
- Rice
- Olive oil",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,213,10,0.5273853750004491,18.96146627120914
C21,curated-sample-50,Curated transcript cleanup sample,sample_021,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,numbered list first back up the database second deploy the service third run the smoke tests,"1. Back up the database.
2. Deploy the service.
3. Run the smoke tests.","1. Back up the database.
2. Deploy the service.
3. Run the smoke tests.",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,220,22,0.6162487080000574,35.69987200686829
C22,curated-sample-50,Curated transcript cleanup sample,sample_022,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,dear Anika new paragraph thank you for reviewing the proposal new paragraph best regards new line Sam,"Dear Anika,

Thank you for reviewing the proposal.

Best regards,
Sam","Dear Anika,

Thank you for reviewing the proposal.

Best regards,
Sam",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,222,18,0.6693754580001041,26.890737903326595
C23,curated-sample-50,Curated transcript cleanup sample,sample_023,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,heading weekly status new paragraph all planned work is complete,"# Weekly Status

All planned work is complete.","**Weekly Status**

All planned work is complete.",,dataset_system_prompt,False,0.9361702127659575,0.8207070067739164,0.375,1.0434782608695652,213,11,0.5517927089995283,19.935022374515288
C24,curated-sample-50,Curated transcript cleanup sample,sample_024,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the word comma appears twice in the first paragraph,The word “comma” appears twice in the first paragraph.,"The word ""comma"" appears twice in the first paragraph.",,dataset_system_prompt,False,0.962962962962963,0.8324602890769888,0.1111111111111111,1.0,212,12,0.5564946249996865,21.56355059135883
C25,curated-sample-50,Curated transcript cleanup sample,sample_025,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,attach the file quarterly report final dot pdf and reference ticket a c m e dash four two seven,Attach the file quarterly-report-final.pdf and reference ticket ACME-427.,Attach the file quarterly_report_final.pdf and reference ticket ACM-4-2-7.,,dataset_system_prompt,False,0.9523809523809522,0.7701716698634662,0.25,1.0136986301369864,222,18,0.6081004999996367,29.600370333539857
C26,curated-sample-50,Curated transcript cleanup sample,sample_026,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,hi Priya comma new paragraph um could you send the revised budget to finance at acme dot com by four p m question mark new paragraph thanks comma new line Daniel,"Hi Priya,

Could you send the revised budget to finance@acme.com by 4:00 PM?

Thanks,
Daniel","Hi Priya,

Could you send the revised budget to finance at acme.com by 4:00 PM?

Thanks,
Daniel",,dataset_system_prompt,False,0.9732620320855615,0.9354211830030705,0.21428571428571427,1.0326086956521738,236,30,0.6913747079997847,43.39181004580419
C27,curated-sample-50,Curated transcript cleanup sample,sample_027,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,numbered list first archive the last thirty days of logs second increase the time out to forty five seconds third restart the a p i gateway,"1. Archive the last 30 days of logs.
2. Increase the timeout to 45 seconds.
3. Restart the API gateway.","1. Archive the last 30 days of logs.
2. Increase the timeout to 45 seconds.
3. Restart the API gateway.",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,230,32,0.811649834000491,39.42586896405457
C28,curated-sample-50,Curated transcript cleanup sample,sample_028,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,okay bullet list um coffee beans new line coffee filters coffee filters new line oat milk new line dish soap,"- Coffee beans
- Coffee filters
- Oat milk
- Dish soap","Okay.

- Coffee beans
- Coffee filters
- Oat milk
- Dish soap",,dataset_system_prompt,False,0.9391304347826087,0.9735438320288626,0.1111111111111111,1.1296296296296295,223,19,0.6631873750002342,28.64952005455968
C29,curated-sample-50,Curated transcript cleanup sample,sample_029,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,heading meeting notes new paragraph date August thirtieth twenty twenty six new line time ten thirty a m new paragraph bullet list finalize the launch copy new line confirm the support schedule new line send the customer notice,"# Meeting Notes

Date: August 30, 2026
Time: 10:30 AM

- Finalize the launch copy.
- Confirm the support schedule.
- Send the customer notice.","**Meeting Notes**

**Date:** August 30, 2026
**Time:** 10:30 AM

- Finalize the launch copy.
- Confirm the support schedule.
- Send the customer notice.",,dataset_system_prompt,False,0.9523809523809522,0.8510636317757537,0.22727272727272727,1.0704225352112675,243,51,0.9494872909999685,53.71319920068492
C30,curated-sample-50,Curated transcript cleanup sample,sample_030,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,Ravi said open quote we can launch on Monday no Tuesday close quote,"Ravi said, “We can launch on Tuesday.”","Ravi said, “We can launch on Monday.” No, Tuesday.",,dataset_system_prompt,False,0.8409090909090909,0.8321815170416216,0.42857142857142855,1.3157894736842106,217,15,0.5329180419994373,28.14691719522575
C31,curated-sample-50,Curated transcript cleanup sample,sample_031,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,uh upgrade the service to version two point four point one comma then check the guide at docs dot example dot com slash upgrade,"Upgrade the service to version 2.4.1, then check the guide at docs.example.com/upgrade.","Upgrade the service to version 2.4.1, then check the guide at docs.example.com/upgrade.",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,227,23,0.6911336250004751,33.27865866746707
C32,curated-sample-50,Curated transcript cleanup sample,sample_032,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,ship three boxes to twenty four lake view road apartment seven b Kathmandu,"Ship 3 boxes to 24 Lake View Road, Apartment 7B, Kathmandu.","Ship three boxes to 24 Lake View Road, Apartment 7, Kathmandu.",,dataset_system_prompt,False,0.9421487603305785,0.8234242547408347,0.18181818181818182,1.0508474576271187,218,19,0.6492159999997966,29.26606861199655
C33,curated-sample-50,Curated transcript cleanup sample,sample_033,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,move the demo from September tenth at two p m no make that September eleventh at three thirty p m,Move the demo to September 11 at 3:30 PM.,Move the demo from September 11 at 3:30 PM.,,dataset_system_prompt,False,0.9523809523809522,0.8419696847095278,0.1111111111111111,1.048780487804878,224,16,0.553681499999584,28.89747986886327
C34,curated-sample-50,Curated transcript cleanup sample,sample_034,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,heading quarterly results new paragraph bullet list revenue increased by twelve percent new line support costs fell by eight point five percent new line cash balance is two point three million dollars,"# Quarterly Results

- Revenue increased by 12%.
- Support costs fell by 8.5%.
- Cash balance is $2.3 million.","Heading: Quarterly Results

- Revenue increased by 12%.
- Support costs fell by 8.5%.
- Cash balance is $2.3 million.",,dataset_system_prompt,False,0.960352422907489,0.9671186418641013,0.05555555555555555,1.0636363636363637,235,35,0.8247947909994764,42.4347975786649
C35,curated-sample-50,Curated transcript cleanup sample,sample_035,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,okay steps colon first download the archive second unzip it into the tools folder third run setup dot sh,"Steps:

1. Download the archive.
2. Unzip it into the tools folder.
3. Run setup.sh.","Okay, steps:

1. Download the archive.
2. Unzip it into the tools folder.
3. Run setup.sh",,dataset_system_prompt,False,0.9479768786127167,0.9434222790631268,0.23076923076923078,1.0595238095238095,222,28,0.7556632089999766,37.05354404782312
C36,curated-sample-50,Curated transcript cleanup sample,sample_036,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the pilot went well period new paragraph um twelve people completed onboarding comma and ten activated their accounts period new paragraph the next session is Friday at nine a m full stop,"The pilot went well.

Twelve people completed onboarding, and 10 activated their accounts.

The next session is Friday at 9:00 AM.","The pilot went well.

12 people completed onboarding, and 10 activated their accounts.

The next session is Friday at 9:00 AM.",,dataset_system_prompt,False,0.96875,0.9292526490259928,0.047619047619047616,0.9692307692307692,236,35,0.8102421660005348,43.19696193147383
C37,curated-sample-50,Curated transcript cleanup sample,sample_037,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,hello Marcus comma new paragraph please send the invoice to billing at north star dot io no sorry accounts at north star dot io new paragraph kind regards comma new line Lena,"Hello Marcus,

Please send the invoice to accounts@northstar.io.

Kind regards,
Lena","Hello Marcus,

Please send the invoice to billing@northstar.io.

Kind regards,
Lena",,dataset_system_prompt,False,0.9221556886227544,0.8615915116470677,0.1,0.9880952380952381,235,22,0.6094412910006213,36.09863710395949
C38,curated-sample-50,Curated transcript cleanup sample,sample_038,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,bug report colon the app crashes when opening settings dot j son period attach crash log dash two zero two six zero eight three zero dot text and reference issue v o i dash nine one eight,Bug report: The app crashes when opening settings.json. Attach crash-log-20260830.txt and reference issue VOI-918.,"Bug report: The app crashes when opening settings.j.

Attach crash log: 2026-03-08-30.txt and reference issue v-o-i-9-1-8.",,dataset_system_prompt,False,0.8898305084745762,0.7492286906827565,0.35714285714285715,1.0701754385964912,240,44,0.8661140840004009,50.801621648701456
C39,curated-sample-50,Curated transcript cleanup sample,sample_039,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,note colon the trial period ends tomorrow comma but the word period in the heading should remain lowercase period,"Note: The trial period ends tomorrow, but the word “period” in the heading should remain lowercase.","Note: The trial period ends tomorrow, but the word ""period"" in the heading should remain lowercase.",,dataset_system_prompt,False,0.9797979797979798,0.9120492259293733,0.0625,1.0,222,21,0.6809980000007272,30.83709496940898
C40,curated-sample-50,Curated transcript cleanup sample,sample_040,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,open quote good writing is clear writing close quote new line dash Maya Chen,"“Good writing is clear writing.”
—Maya Chen","Good writing is clear writing.

Maya Chen",,dataset_system_prompt,False,0.9523809523809522,0.7499566976077031,0.5,0.9534883720930233,217,10,0.5098069579998992,19.6152677853447
C41,curated-sample-50,Curated transcript cleanup sample,sample_041,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,recipe colon new paragraph numbered list first mix two cups of flour and one teaspoon of salt second add three hundred milliliters of water third bake for forty minutes at two hundred degrees Celsius,"Recipe:

1. Mix 2 cups of flour and 1 teaspoon of salt.
2. Add 300 milliliters of water.
3. Bake for 40 minutes at 200 degrees Celsius.","Recipe:

1. Mix two cups of flour and one teaspoon of salt.
2. Add three hundred milliliters of water.
3. Bake for forty minutes at two hundred degrees Celsius.",,dataset_system_prompt,False,0.847457627118644,0.7563899041140523,0.28,1.1851851851851851,239,41,0.8315512499993929,49.305439682797584
C42,curated-sample-50,Curated transcript cleanup sample,sample_042,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,travel plan colon new paragraph September fifth flight at seven fifteen a m new line September sixth workshop at nine a m new line hotel budget one hundred eighty dollars per night,"Travel Plan:

- September 5: Flight at 7:15 AM.
- September 6: Workshop at 9:00 AM.
- Hotel budget: $180 per night.","Travel Plan

- September 5: Flight at 7:15 AM
- September 6: Workshop at 9:00 AM
- Hotel budget: $180 per night",,dataset_system_prompt,False,0.9823008849557522,0.8687513031806242,0.2,0.9652173913043478,235,41,0.8543366670000978,47.990448711474194
C43,curated-sample-50,Curated transcript cleanup sample,sample_043,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,heading customer update new paragraph um three updates colon the mobile fix is live comma the desktop release is in review in review comma and support has answered all open tickets,"# Customer Update

- The mobile fix is live.
- The desktop release is in review.
- Support has answered all open tickets.","Customer Update

Three updates:

- The mobile fix is live.
- The desktop release is in review.
- Support has answered all open tickets.",,dataset_system_prompt,False,0.9296875,0.9361739815064751,0.14285714285714285,1.115702479338843,234,32,0.8035916670005463,39.82121930089433
C44,curated-sample-50,Curated transcript cleanup sample,sample_044,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,the c c d n cache cache should expire after three hundred seconds and the key belongs in red is,"The CDN cache should expire after 300 seconds, and the key belongs in Redis.","The CDN cache should expire after 300 seconds, and the key belongs in red.",,dataset_system_prompt,False,0.9733333333333334,0.9136307991162588,0.07142857142857142,0.9736842105263158,223,19,0.6251628749996598,30.392079824014402
C45,curated-sample-50,Curated transcript cleanup sample,sample_045,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,question colon are we still planning to launch Friday question mark new paragraph answer colon yes comma assuming the final review passes period,"Question: Are we still planning to launch Friday?

Answer: Yes, assuming the final review passes.","Are we still planning to launch Friday?

Yes, assuming the final review passes.",,dataset_system_prompt,False,0.8977272727272727,0.7994799747547151,0.13333333333333333,0.8144329896907216,226,17,0.5797483750002357,29.323066235404436
C46,curated-sample-50,Curated transcript cleanup sample,sample_046,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,hello this is Nina from Acme support comma I'm calling about ticket a c dash seven four two period please call me back at five p m period thank you,"Hello, this is Nina from Acme Support. I'm calling about ticket AC-742. Please call me back at 5:00 PM. Thank you.","Hello, this is Nina from Acme Support. I'm calling about ticket AC-742. Please call me back at 5:00 PM. Thank you.",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,235,36,0.8371007499999905,43.00557609105046
C47,curated-sample-50,Curated transcript cleanup sample,sample_047,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,heading launch checklist new paragraph bullet list open quote release approved close quote from Maya new line deploy version three point two new line email status at acme dot com after launch,"# Launch Checklist

- “Release approved,” from Maya.
- Deploy version 3.2.
- Email status@acme.com after launch.","**Launch Checklist**

- [ ] Release approved
- [ ] Deploy version 3.2
- [ ] Email status at acme.com after launch",,dataset_system_prompt,False,0.8266666666666667,0.5971018573981197,1.0666666666666667,1.0089285714285714,236,32,0.8131745830005457,39.35194319763746
C48,curated-sample-50,Curated transcript cleanup sample,sample_048,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,dear team comma uh the launch is complete period the launch is complete and all systems are healthy period please report issues at status dot example dot com slash support period best comma Arjun,"Dear Team,

The launch is complete, and all systems are healthy.

Please report issues at status.example.com/support.

Best,
Arjun","Dear team,

The launch is complete, and all systems are healthy. Please report issues at status.example.com/support.

Best,
Arjun",,dataset_system_prompt,False,0.9806949806949806,0.9597779126236939,0.058823529411764705,0.9923076923076923,239,30,0.7713515420000476,38.89277244745321
C49,curated-sample-50,Curated transcript cleanup sample,sample_049,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,"The migration completed successfully, and no customer action is required.","The migration completed successfully, and no customer action is required.","The migration completed successfully, and no customer action is required.",,dataset_system_prompt,True,1.0,1.0,0.0,1.0,215,12,0.49836054100069305,24.078952912091232
C50,curated-sample-50,Curated transcript cleanup sample,sample_050,,cleanup-2b-4bit,Cleanup Qwen3.5 2B 4-bit,Could you send the revised proposal before Friday afternoon?,Could you send the revised proposal before Friday afternoon?,Could you send the revised proposal before Friday afternoon?,,dataset_system_prompt,True,1.0,1.0,0.0,1.0,213,10,0.5757331659997362,17.36915743360976
